“Country”,“Year”,“Age”,“Sex”,“N_of_people_convicted”,“Mid_year_population_estimate”
"SCO",2009,27,Male,1750,33674
"SCO",2009,28,Male,1700,34148
"SCO",2009,29,Male,1650,33308
"SCO",2009,30,Male,1600,32299
"SCO",2009,31,Male,1550,29657
"SCO",2009,32,Male,1500,29053
"SCO",2009,33,Male,1450,30641
"SCO",2009,34,Male,1400,30623
"SCO",2009,35,Male,1350,31532
"SCO",2009,36,Male,1300,33418
"SCO",2009,37,Male,1250,35184
"SCO",2009,38,Male,1200,36690
"SCO",2009,39,Male,1150,36451
"SCO",2009,40,Male,1100,38019
"SCO",2009,41,Male,1050,38739
"SCO",2009,42,Male,1000,39695
"SCO",2009,43,Male,950,39134
"SCO",2009,44,Male,900,40702
"SCO",2009,45,Male,850,39939
"SCO",2009,46,Male,800,40036
"SCO",2009,47,Male,750,39695
"SCO",2009,48,Male,749,38602
"SCO",2009,49,Male,748,37543
"SCO",2009,50,Male,747,37132
"SCO",2009,51,Male,746,36246
"SCO",2009,52,Male,745,35551
"SCO",2009,53,Male,744,34679
"SCO",2009,54,Male,743,33175
"SCO",2009,55,Male,742,32950
"SCO",2009,56,Male,741,32336
"SCO",2009,57,Male,740,31175
"SCO",2009,58,Male,739,31686
"SCO",2009,59,Male,738,32065
"SCO",2009,60,Male,737,32961
"SCO",2009,61,Male,736,33899
"SCO",2009,62,Male,735,36658
"SCO",2009,63,Male,734,28143
"SCO",2009,64,Male,733,26298
"SCO",2009,65,Male,732,27008
"SCO",2009,66,Male,731,25596
"SCO",2009,67,Male,730,23491
"SCO",2009,68,Male,729,21684
"SCO",2009,69,Male,728,22168
"SCO",2009,70,Male,727,21725
"SCO",2009,71,Male,726,21168
"SCO",2009,72,Male,725,19770
"SCO",2009,73,Male,724,19039
"SCO",2009,74,Male,723,18099
"SCO",2009,75,Male,722,16746
"SCO",2009,76,Male,721,15714
"SCO",2009,77,Male,720,15167
"SCO",2009,78,Male,719,14043
"SCO",2009,79,Male,718,12570
"SCO",2009,80,Male,717,11590
"SCO",2009,81,Male,716,10049
"SCO",2009,82,Male,715,9272
"SCO",2009,83,Male,714,8345
"SCO",2009,84,Male,713,7186
"SCO",2009,85,Male,712,6330
"SCO",2009,86,Male,711,5036
"SCO",2009,87,Male,710,4594
"SCO",2009,88,Male,709,4153
"SCO",2009,89,Male,708,3414
"SCO",2009,90 & over,Male,707,6924
"SCO",2010,16,Male,1800,32427
"SCO",2010,17,Male,1900,32606
"SCO",2010,18,Male,2000,35066
"SCO",2010,19,Male,2100,36420
"SCO",2010,20,Male,2200,35284
"SCO",2010,21,Male,2150,35088
"SCO",2010,22,Male,2100,35874
"SCO",2010,23,Male,2050,34804
"SCO",2010,24,Male,2000,34840
"SCO",2010,25,Male,1950,34276
"SCO",2010,26,Male,1900,33071
"SCO",2010,27,Male,1850,33500
"SCO",2010,28,Male,1800,33663
"SCO",2010,29,Male,1750,33996
"SCO",2010,30,Male,1700,33322
"SCO",2010,31,Male,1650,32415
"SCO",2010,32,Male,1600,29709
"SCO",2010,33,Male,1550,29308
"SCO",2010,34,Male,1500,30933
"SCO",2010,35,Male,1450,30817
"SCO",2010,36,Male,1400,31774
"SCO",2010,37,Male,1350,33690
"SCO",2010,38,Male,1300,35483
"SCO",2010,39,Male,1250,36848
"SCO",2010,40,Male,1200,36570
"SCO",2010,41,Male,1150,38059
"SCO",2010,42,Male,1100,38787
"SCO",2010,43,Male,1050,39777
"SCO",2010,44,Male,1000,39211
"SCO",2010,45,Male,950,40732
"SCO",2010,46,Male,900,39948
"SCO",2010,47,Male,850,40085
"SCO",2010,48,Male,849,39718
"SCO",2010,49,Male,848,38578
"SCO",2010,50,Male,847,37477
"SCO",2010,51,Male,846,37090
"SCO",2010,52,Male,845,36161
"SCO",2010,53,Male,844,35457
"SCO",2010,54,Male,843,34536
"SCO",2010,55,Male,842,32951
"SCO",2010,56,Male,841,32788
"SCO",2010,57,Male,840,32182
"SCO",2010,58,Male,839,31006
"SCO",2010,59,Male,838,31488
"SCO",2010,60,Male,837,31858
"SCO",2010,61,Male,836,32695
"SCO",2010,62,Male,835,33610
"SCO",2010,63,Male,834,36317
"SCO",2010,64,Male,833,27796
"SCO",2010,65,Male,832,25917
"SCO",2010,66,Male,831,26588
"SCO",2010,67,Male,830,25156
"SCO",2010,68,Male,829,23024
"SCO",2010,69,Male,828,21194
"SCO",2010,70,Male,827,21646
"SCO",2010,71,Male,826,21160
"SCO",2010,72,Male,825,20553
"SCO",2010,73,Male,824,19100
"SCO",2010,74,Male,823,18375
"SCO",2010,75,Male,822,17399
"SCO",2010,76,Male,821,16054
"SCO",2010,77,Male,820,14900
"SCO",2010,78,Male,819,14350
"SCO",2010,79,Male,818,13274
"SCO",2010,80,Male,817,11684
"SCO",2010,81,Male,816,10750
"SCO",2010,82,Male,815,9237
"SCO",2010,83,Male,814,8483
"SCO",2010,84,Male,813,7501
"SCO",2010,85,Male,812,6455
"SCO",2010,86,Male,811,5558
"SCO",2010,87,Male,810,4383
"SCO",2010,88,Male,809,3977
"SCO",2010,89,Male,808,3486
"SCO",2010,90 & over,Male,807,8029
"SCO",2011,16,Male,1900,31917
"SCO",2011,17,Male,2000,32818
"SCO",2011,18,Male,2100,33467
"SCO",2011,19,Male,2200,36402
"SCO",2011,20,Male,2300,37785
"SCO",2011,21,Male,2250,36354
"SCO",2011,22,Male,2200,36117
"SCO",2011,23,Male,2150,36710
"SCO",2011,24,Male,2100,35129
"SCO",2011,25,Male,2050,35166
"SCO",2011,26,Male,2000,34410
"SCO",2011,27,Male,1950,33302
"SCO",2011,28,Male,1900,33649
"SCO",2011,29,Male,1850,33865
"SCO",2011,30,Male,1800,34091
"SCO",2011,31,Male,1750,33372
"SCO",2011,32,Male,1700,32617
"SCO",2011,33,Male,1650,29904
"SCO",2011,34,Male,1600,29660
"SCO",2011,35,Male,1550,31290
"SCO",2011,36,Male,1500,31209
"SCO",2011,37,Male,1450,32165
"SCO",2011,38,Male,1400,34009
"SCO",2011,39,Male,1350,35796
"SCO",2011,40,Male,1300,37075
"SCO",2011,41,Male,1250,36731
"SCO",2011,42,Male,1200,38207
"SCO",2011,43,Male,1150,38979
"SCO",2011,44,Male,1100,39881
"SCO",2011,45,Male,1050,39324
"SCO",2011,46,Male,1000,40854
"SCO",2011,47,Male,950,40034
"SCO",2011,48,Male,949,40211
"SCO",2011,49,Male,948,39785
"SCO",2011,50,Male,947,38604
"SCO",2011,51,Male,946,37508
"SCO",2011,52,Male,945,37006
"SCO",2011,53,Male,944,36150
"SCO",2011,54,Male,943,35429
"SCO",2011,55,Male,942,34422
"SCO",2011,56,Male,941,32817
"SCO",2011,57,Male,940,32635
"SCO",2011,58,Male,939,32019
"SCO",2011,59,Male,938,30867
"SCO",2011,60,Male,937,31303
"SCO",2011,61,Male,936,31584
"SCO",2011,62,Male,935,32416
"SCO",2011,63,Male,934,33316
"SCO",2011,64,Male,933,36009
"SCO",2011,65,Male,932,27452
"SCO",2011,66,Male,931,25535
"SCO",2011,67,Male,930,26152
"SCO",2011,68,Male,929,24717
"SCO",2011,69,Male,928,22559
"SCO",2011,70,Male,927,20669
"SCO",2011,71,Male,926,21051
"SCO",2011,72,Male,925,20558
"SCO",2011,73,Male,924,19950
"SCO",2011,74,Male,923,18436
"SCO",2011,75,Male,922,17632
"SCO",2011,76,Male,921,16697
"SCO",2011,77,Male,920,15340
"SCO",2011,78,Male,919,14169
"SCO",2011,79,Male,918,13550
"SCO",2011,80,Male,917,12446
"SCO",2011,81,Male,916,10829
"SCO",2011,82,Male,915,9906
"SCO",2011,83,Male,914,8414
"SCO",2011,84,Male,913,7587
"SCO",2011,85,Male,912,6686
"SCO",2011,86,Male,911,5694
"SCO",2011,87,Male,910,4839
"SCO",2011,88,Male,909,3771
"SCO",2011,89,Male,908,3367
"SCO",2011,90 & over,Male,907,9052
"SCO",2012,16,Male,2000,31819
"SCO",2012,17,Male,2100,32076
"SCO",2012,18,Male,2200,33441
"SCO",2012,19,Male,2300,34383
"SCO",2012,20,Male,2400,37014
"SCO",2012,21,Male,2350,38060
"SCO",2012,22,Male,2300,36715
"SCO",2012,23,Male,2250,36259
"SCO",2012,24,Male,2200,36399
"SCO",2012,25,Male,2150,34860
"SCO",2012,26,Male,2100,34933
"SCO",2012,27,Male,2050,34332
"SCO",2012,28,Male,2000,33121
"SCO",2012,29,Male,1950,33491
"SCO",2012,30,Male,1900,33799
"SCO",2012,31,Male,1850,33969
"SCO",2012,32,Male,1800,33238
"SCO",2012,33,Male,1750,32504
"SCO",2012,34,Male,1700,29771
"SCO",2012,35,Male,1650,29586
"SCO",2012,36,Male,1600,31281
"SCO",2012,37,Male,1550,31193
"SCO",2012,38,Male,1500,32136
"SCO",2012,39,Male,1450,33962
"SCO",2012,40,Male,1400,35690
"SCO",2012,41,Male,1350,36929
"SCO",2012,42,Male,1300,36620
"SCO",2012,43,Male,1250,38099
"SCO",2012,44,Male,1200,38848
"SCO",2012,45,Male,1150,39713
"SCO",2012,46,Male,1100,39112
"SCO",2012,47,Male,1050,40747
"SCO",2012,48,Male,1049,39896
"SCO",2012,49,Male,1048,40072
"SCO",2012,50,Male,1047,39571
"SCO",2012,51,Male,1046,38538
"SCO",2012,52,Male,1045,37351
"SCO",2012,53,Male,1044,36861
"SCO",2012,54,Male,1043,35920
"SCO",2012,55,Male,1042,35202
"SCO",2012,56,Male,1041,34167
"SCO",2012,57,Male,1040,32631
"SCO",2012,58,Male,1039,32430
"SCO",2012,59,Male,1038,31768
"SCO",2012,60,Male,1037,30633
"SCO",2012,61,Male,1036,30973
"SCO",2012,62,Male,1035,31272
"SCO",2012,63,Male,1034,31999
"SCO",2012,64,Male,1033,32920
"SCO",2012,65,Male,1032,35527
"SCO",2012,66,Male,1031,27027
"SCO",2012,67,Male,1030,25055
"SCO",2012,68,Male,1029,25606
"SCO",2012,69,Male,1028,24119
"SCO",2012,70,Male,1027,21992
"SCO",2012,71,Male,1026,20129
"SCO",2012,72,Male,1025,20420
"SCO",2012,73,Male,1024,19849
"SCO",2012,74,Male,1023,19229
"SCO",2012,75,Male,1022,17677
"SCO",2012,76,Male,1021,16898
"SCO",2012,77,Male,1020,15887
"SCO",2012,78,Male,1019,14567
"SCO",2012,79,Male,1018,13378
"SCO",2012,80,Male,1017,12700
"SCO",2012,81,Male,1016,11589
"SCO",2012,82,Male,1015,9979
"SCO",2012,83,Male,1014,9049
"SCO",2012,84,Male,1013,7602
"SCO",2012,85,Male,1012,6734
"SCO",2012,86,Male,1011,5893
"SCO",2012,87,Male,1010,4939
"SCO",2012,88,Male,1009,4072
"SCO",2012,89,Male,1008,3200
"SCO",2012,90 & over,Male,1007,9839
"SCO",1989,16,Female, ,34646
"SCO",1989,17,Female,#VALUE!,37500
"SCO",1989,18,Female,#VALUE!,39572
"SCO",1989,19,Female,#VALUE!,39780
"SCO",1989,20,Female,#VALUE!,40957
"SCO",1989,21,Female,#VALUE!,42133
"SCO",1989,22,Female,#VALUE!,41667
"SCO",1989,23,Female,#VALUE!,40922
"SCO",1989,24,Female,#VALUE!,42434
"SCO",1989,25,Female,#VALUE!,42089
"SCO",1989,26,Female,#VALUE!,41182
"SCO",1989,27,Female,#VALUE!,40424
"SCO",1989,28,Female,#VALUE!,40466
"SCO",1989,29,Female,#VALUE!,39216
"SCO",1989,30,Female,#VALUE!,38693
"SCO",1989,31,Female,#VALUE!,37801
"SCO",1989,32,Female,#VALUE!,36753
"SCO",1989,33,Female,#VALUE!,35663
"SCO",1989,34,Female,#VALUE!,34463
"SCO",1989,35,Female,#VALUE!,34266
"SCO",1989,36,Female,#VALUE!,33589
"SCO",1989,37,Female,#VALUE!,32720
"SCO",1989,38,Female,#VALUE!,33521
"SCO",1989,39,Female,#VALUE!,33756
"SCO",1989,40,Female,#VALUE!,35222
"SCO",1989,41,Female,#VALUE!,36689
"SCO",1989,42,Female,#VALUE!,40110
"SCO",1989,43,Female,#VALUE!,30924
"SCO",1989,44,Female,#VALUE!,29862
"SCO",1989,45,Female,#VALUE!,31061
"SCO",1989,46,Female,#VALUE!,30859
"SCO",1989,47,Female,#VALUE!,29284
"SCO",1989,48,Female,#VALUE!,28011
"SCO",1989,49,Female,#VALUE!,29206
"SCO",1989,50,Female,#VALUE!,29354
"SCO",1989,51,Female,#VALUE!,29253
"SCO",1989,52,Female,#VALUE!,29215
"SCO",1989,53,Female,#VALUE!,28953
"SCO",1989,54,Female,#VALUE!,28702
"SCO",1989,55,Female,#VALUE!,28175
"SCO",1989,56,Female,#VALUE!,28139
"SCO",1989,57,Female,#VALUE!,29309
"SCO",1989,58,Female,#VALUE!,29316
"SCO",1989,59,Female,#VALUE!,29317
"SCO",1989,60,Female,#VALUE!,28809
"SCO",1989,61,Female,#VALUE!,28207
"SCO",1989,62,Female,#VALUE!,28344
"SCO",1989,63,Female,#VALUE!,28749
"SCO",1989,64,Female,#VALUE!,27888
"SCO",1989,65,Female,#VALUE!,27737
"SCO",1989,66,Female,#VALUE!,27285
"SCO",1989,67,Female,#VALUE!,28506
"SCO",1989,68,Female,#VALUE!,28848
"SCO",1989,69,Female,#VALUE!,30140
"SCO",1989,70,Female,#VALUE!,21055
"SCO",1989,71,Female,#VALUE!,20058
"SCO",1989,72,Female,#VALUE!,20877
"SCO",1989,73,Female,#VALUE!,21896
"SCO",1989,74,Female,#VALUE!,22791
"SCO",1989,75,Female,#VALUE!,22223
"SCO",1989,76,Female,#VALUE!,20926
"SCO",1989,77,Female,#VALUE!,19580
"SCO",1989,78,Female,#VALUE!,18835
"SCO",1989,79,Female,#VALUE!,17995
"SCO",1989,80,Female,#VALUE!,16754
"SCO",1989,81,Female,#VALUE!,15442
"SCO",1989,82,Female,#VALUE!,13590
"SCO",1989,83,Female,#VALUE!,12722
"SCO",1989,84,Female,#VALUE!,11143
"SCO",1989,85,Female,#VALUE!,9864
"SCO",1989,86,Female,#VALUE!,8498
"SCO",1989,87,Female,#VALUE!,7148
"SCO",1989,88,Female,#VALUE!,6253
"SCO",1989,89,Female,#VALUE!,5115
"SCO",1989,90 & over,Female,#VALUE!,14233
"SCO",1990,16,Female,#VALUE!,32253
"SCO",1990,17,Female,#VALUE!,34531
"SCO",1990,18,Female,#VALUE!,37268
"SCO",1990,19,Female,#VALUE!,39760
"SCO",1990,20,Female,#VALUE!,40031
"SCO",1990,21,Female,#VALUE!,40946
"SCO",1990,22,Female,#VALUE!,41871
"SCO",1990,23,Female,#VALUE!,41276
"SCO",1990,24,Female,#VALUE!,40757
"SCO",1990,25,Female,#VALUE!,42421
"SCO",1990,26,Female,#VALUE!,42209
"SCO",1990,27,Female,#VALUE!,41297
"SCO",1990,28,Female,#VALUE!,40602
"SCO",1990,29,Female,#VALUE!,40665
"SCO",1990,30,Female,#VALUE!,39473
"SCO",1990,31,Female,#VALUE!,38823
"SCO",1990,32,Female,#VALUE!,37987
"SCO",1990,33,Female,#VALUE!,36944
"SCO",1990,34,Female,#VALUE!,35824
"SCO",1990,35,Female,#VALUE!,34626
"SCO",1990,36,Female,#VALUE!,34326
"SCO",1990,37,Female,#VALUE!,33693
"SCO",1990,38,Female,#VALUE!,32776
"SCO",1990,39,Female,#VALUE!,33579
"SCO",1990,40,Female,#VALUE!,33817
"SCO",1990,41,Female,#VALUE!,35247
"SCO",1990,42,Female,#VALUE!,36751
"SCO",1990,43,Female,#VALUE!,40081
"SCO",1990,44,Female,#VALUE!,30929
"SCO",1990,45,Female,#VALUE!,29836
"SCO",1990,46,Female,#VALUE!,31012
"SCO",1990,47,Female,#VALUE!,30818
"SCO",1990,48,Female,#VALUE!,29233
"SCO",1990,49,Female,#VALUE!,27969
"SCO",1990,50,Female,#VALUE!,29167
"SCO",1990,51,Female,#VALUE!,29302
"SCO",1990,52,Female,#VALUE!,29204
"SCO",1990,53,Female,#VALUE!,29121
"SCO",1990,54,Female,#VALUE!,28827
"SCO",1990,55,Female,#VALUE!,28576
"SCO",1990,56,Female,#VALUE!,28021
"SCO",1990,57,Female,#VALUE!,27942
"SCO",1990,58,Female,#VALUE!,29092
"SCO",1990,59,Female,#VALUE!,29088
"SCO",1990,60,Female,#VALUE!,29081
"SCO",1990,61,Female,#VALUE!,28558
"SCO",1990,62,Female,#VALUE!,27891
"SCO",1990,63,Female,#VALUE!,28045
"SCO",1990,64,Female,#VALUE!,28350
"SCO",1990,65,Female,#VALUE!,27468
"SCO",1990,66,Female,#VALUE!,27233
"SCO",1990,67,Female,#VALUE!,26833
"SCO",1990,68,Female,#VALUE!,27896
"SCO",1990,69,Female,#VALUE!,28196
"SCO",1990,70,Female,#VALUE!,29332
"SCO",1990,71,Female,#VALUE!,20499
"SCO",1990,72,Female,#VALUE!,19453
"SCO",1990,73,Female,#VALUE!,20106
"SCO",1990,74,Female,#VALUE!,21092
"SCO",1990,75,Female,#VALUE!,21833
"SCO",1990,76,Female,#VALUE!,21116
"SCO",1990,77,Female,#VALUE!,19863
"SCO",1990,78,Female,#VALUE!,18457
"SCO",1990,79,Female,#VALUE!,17698
"SCO",1990,80,Female,#VALUE!,16745
"SCO",1990,81,Female,#VALUE!,15489
"SCO",1990,82,Female,#VALUE!,14065
"SCO",1990,83,Female,#VALUE!,12313
"SCO",1990,84,Female,#VALUE!,11426
"SCO",1990,85,Female,#VALUE!,9842
"SCO",1990,86,Female,#VALUE!,8705
"SCO",1990,87,Female,#VALUE!,7365
"SCO",1990,88,Female,#VALUE!,6066
"SCO",1990,89,Female,#VALUE!,5285
"SCO",1990,90 & over,Female,#VALUE!,14881
"SCO",1991,16,Female,1000,31619
"SCO",1991,17,Female,1100,32141
"SCO",1991,18,Female,1200,34081
"SCO",1991,19,Female,1300,37231
"SCO",1991,20,Female,1400,39892
"SCO",1991,21,Female,1350,39902
"SCO",1991,22,Female,1300,40721
"SCO",1991,23,Female,1250,41551
"SCO",1991,24,Female,1200,41089
"SCO",1991,25,Female,1150,40733
"SCO",1991,26,Female,1100,42409
"SCO",1991,27,Female,1050,42233
"SCO",1991,28,Female,1000,41452
"SCO",1991,29,Female,950,40643
"SCO",1991,30,Female,900,40778
"SCO",1991,31,Female,850,39612
"SCO",1991,32,Female,800,38890
"SCO",1991,33,Female,750,38057
"SCO",1991,34,Female,700,36986
"SCO",1991,35,Female,650,35816
"SCO",1991,36,Female,600,34617
"SCO",1991,37,Female,550,34374
"SCO",1991,38,Female,500,33675
"SCO",1991,39,Female,450,32763
"SCO",1991,40,Female,400,33555
"SCO",1991,41,Female,350,33814
"SCO",1991,42,Female,300,35237
"SCO",1991,43,Female,250,36753
"SCO",1991,44,Female,200,40033
"SCO",1991,45,Female,150,30904
"SCO",1991,46,Female,100,29797
"SCO",1991,47,Female,50,30988
"SCO",1991,48,Female,49,30778
"SCO",1991,49,Female,48,29149
"SCO",1991,50,Female,47,27857
"SCO",1991,51,Female,46,29060
"SCO",1991,52,Female,45,29208
"SCO",1991,53,Female,44,29093
"SCO",1991,54,Female,43,28958
"SCO",1991,55,Female,42,28685
"SCO",1991,56,Female,41,28429
"SCO",1991,57,Female,40,27874
"SCO",1991,58,Female,39,27730
"SCO",1991,59,Female,38,28849
"SCO",1991,60,Female,37,28840
"SCO",1991,61,Female,36,28802
"SCO",1991,62,Female,35,28240
"SCO",1991,63,Female,34,27540
"SCO",1991,64,Female,33,27644
"SCO",1991,65,Female,32,27917
"SCO",1991,66,Female,31,27036
"SCO",1991,67,Female,30,26712
"SCO",1991,68,Female,29,26264
"SCO",1991,69,Female,28,27234
"SCO",1991,70,Female,27,27502
"SCO",1991,71,Female,26,28560
"SCO",1991,72,Female,25,19818
"SCO",1991,73,Female,24,18777
"SCO",1991,74,Female,23,19354
"SCO",1991,75,Female,22,20323
"SCO",1991,76,Female,21,20869
"SCO",1991,77,Female,20,20101
"SCO",1991,78,Female,19,18783
"SCO",1991,79,Female,18,17347
"SCO",1991,80,Female,17,16543
"SCO",1991,81,Female,16,15569
"SCO",1991,82,Female,15,14294
"SCO",1991,83,Female,14,12809
"SCO",1991,84,Female,13,11076
"SCO",1991,85,Female,12,10222
"SCO",1991,86,Female,11,8756
"SCO",1991,87,Female,10,7623
"SCO",1991,88,Female,9,6376
"SCO",1991,89,Female,8,5178
"SCO",1991,90 & over,Female,7,16130
"SCO",1992,16,Female,1100,30769
"SCO",1992,17,Female,1200,31510
"SCO",1992,18,Female,1300,31797
"SCO",1992,19,Female,1400,34925
"SCO",1992,20,Female,1500,37701
"SCO",1992,21,Female,1450,39815
"SCO",1992,22,Female,1400,39518
"SCO",1992,23,Female,1350,40239
"SCO",1992,24,Female,1300,41009
"SCO",1992,25,Female,1250,40916
"SCO",1992,26,Female,1200,40573
"SCO",1992,27,Female,1150,42278
"SCO",1992,28,Female,1100,42185
"SCO",1992,29,Female,1050,41465
"SCO",1992,30,Female,1000,40567
"SCO",1992,31,Female,950,40706
"SCO",1992,32,Female,900,39607
"SCO",1992,33,Female,850,38895
"SCO",1992,34,Female,800,38132
"SCO",1992,35,Female,750,36993
"SCO",1992,36,Female,700,35875
"SCO",1992,37,Female,650,34666
"SCO",1992,38,Female,600,34339
"SCO",1992,39,Female,550,33694
"SCO",1992,40,Female,500,32772
"SCO",1992,41,Female,450,33559
"SCO",1992,42,Female,400,33823
"SCO",1992,43,Female,350,35244
"SCO",1992,44,Female,300,36732
"SCO",1992,45,Female,250,39958
"SCO",1992,46,Female,200,30881
"SCO",1992,47,Female,150,29769
"SCO",1992,48,Female,149,30974
"SCO",1992,49,Female,148,30709
"SCO",1992,50,Female,147,29119
"SCO",1992,51,Female,146,27793
"SCO",1992,52,Female,145,28984
"SCO",1992,53,Female,144,29133
"SCO",1992,54,Female,143,28993
"SCO",1992,55,Female,142,28859
"SCO",1992,56,Female,141,28531
"SCO",1992,57,Female,140,28295
"SCO",1992,58,Female,139,27723
"SCO",1992,59,Female,138,27547
"SCO",1992,60,Female,137,28656
"SCO",1992,61,Female,136,28573
"SCO",1992,62,Female,135,28471
"SCO",1992,63,Female,134,27888
"SCO",1992,64,Female,133,27175
"SCO",1992,65,Female,132,27195
"SCO",1992,66,Female,131,27461
"SCO",1992,67,Female,130,26504
"SCO",1992,68,Female,129,26179
"SCO",1992,69,Female,128,25654
"SCO",1992,70,Female,127,26516
"SCO",1992,71,Female,126,26713
"SCO",1992,72,Female,125,27666
"SCO",1992,73,Female,124,19159
"SCO",1992,74,Female,123,18081
"SCO",1992,75,Female,122,18517
"SCO",1992,76,Female,121,19463
"SCO",1992,77,Female,120,19857
"SCO",1992,78,Female,119,19022
"SCO",1992,79,Female,118,17697
"SCO",1992,80,Female,117,16260
"SCO",1992,81,Female,116,15391
"SCO",1992,82,Female,115,14443
"SCO",1992,83,Female,114,13101
"SCO",1992,84,Female,113,11603
"SCO",1992,85,Female,112,9949
"SCO",1992,86,Female,111,9034
"SCO",1992,87,Female,110,7703
"SCO",1992,88,Female,109,6635
"SCO",1992,89,Female,108,5460
"SCO",1992,90 & over,Female,107,16975
"SCO",1993,16,Female,1200,28274
"SCO",1993,17,Female,1300,30681
"SCO",1993,18,Female,1400,31349
"SCO",1993,19,Female,1500,32951
"SCO",1993,20,Female,1600,35479
"SCO",1993,21,Female,1550,37910
"SCO",1993,22,Female,1500,39655
"SCO",1993,23,Female,1450,39116
"SCO",1993,24,Female,1400,39961
"SCO",1993,25,Female,1350,40832
"SCO",1993,26,Female,1300,40893
"SCO",1993,27,Female,1250,40700
"SCO",1993,28,Female,1200,42314
"SCO",1993,29,Female,1150,42229
"SCO",1993,30,Female,1100,41562
"SCO",1993,31,Female,1050,40673
"SCO",1993,32,Female,1000,40763
"SCO",1993,33,Female,950,39678
"SCO",1993,34,Female,900,39038
"SCO",1993,35,Female,850,38242
"SCO",1993,36,Female,800,37007
"SCO",1993,37,Female,750,35917
"SCO",1993,38,Female,700,34736
"SCO",1993,39,Female,650,34403
"SCO",1993,40,Female,600,33729
"SCO",1993,41,Female,550,32777
"SCO",1993,42,Female,500,33612
"SCO",1993,43,Female,450,33857
"SCO",1993,44,Female,400,35173
"SCO",1993,45,Female,350,36718
"SCO",1993,46,Female,300,39935
"SCO",1993,47,Female,250,30835
"SCO",1993,48,Female,249,29768
"SCO",1993,49,Female,248,30952
"SCO",1993,50,Female,247,30688
"SCO",1993,51,Female,246,29093
"SCO",1993,52,Female,245,27762
"SCO",1993,53,Female,244,28902
"SCO",1993,54,Female,243,29043
"SCO",1993,55,Female,242,28894
"SCO",1993,56,Female,241,28693
"SCO",1993,57,Female,240,28451
"SCO",1993,58,Female,239,28162
"SCO",1993,59,Female,238,27561
"SCO",1993,60,Female,237,27314
"SCO",1993,61,Female,236,28422
"SCO",1993,62,Female,235,28254
"SCO",1993,63,Female,234,28136
"SCO",1993,64,Female,233,27515
"SCO",1993,65,Female,232,26775
"SCO",1993,66,Female,231,26702
"SCO",1993,67,Female,230,26967
"SCO",1993,68,Female,229,25964
"SCO",1993,69,Female,228,25646
"SCO",1993,70,Female,227,24984
"SCO",1993,71,Female,226,25795
"SCO",1993,72,Female,225,25943
"SCO",1993,73,Female,224,26749
"SCO",1993,74,Female,223,18473
"SCO",1993,75,Female,222,17321
"SCO",1993,76,Female,221,17672
"SCO",1993,77,Female,220,18490
"SCO",1993,78,Female,219,18765
"SCO",1993,79,Female,218,17954
"SCO",1993,80,Female,217,16524
"SCO",1993,81,Female,216,15091
"SCO",1993,82,Female,215,14162
"SCO",1993,83,Female,214,13213
"SCO",1993,84,Female,213,11937
"SCO",1993,85,Female,212,10471
"SCO",1993,86,Female,211,8774
"SCO",1993,87,Female,210,7891
"SCO",1993,88,Female,209,6684
"SCO",1993,89,Female,208,5669
"SCO",1993,90 & over,Female,207,17782
"SCO",1994,16,Female,1300,28999
"SCO",1994,17,Female,1400,28277
"SCO",1994,18,Female,1500,30667
"SCO",1994,19,Female,1600,32655
"SCO",1994,20,Female,1700,33674
"SCO",1994,21,Female,1650,35707
"SCO",1994,22,Female,1600,37868
"SCO",1994,23,Female,1550,39268
"SCO",1994,24,Female,1500,38855
"SCO",1994,25,Female,1450,39929
"SCO",1994,26,Female,1400,40847
"SCO",1994,27,Female,1350,41073
"SCO",1994,28,Female,1300,40912
"SCO",1994,29,Female,1250,42401
"SCO",1994,30,Female,1200,42361
"SCO",1994,31,Female,1150,41747
"SCO",1994,32,Female,1100,40819
"SCO",1994,33,Female,1050,40878
"SCO",1994,34,Female,1000,39774
"SCO",1994,35,Female,950,39122
"SCO",1994,36,Female,900,38371
"SCO",1994,37,Female,850,37104
"SCO",1994,38,Female,800,36014
"SCO",1994,39,Female,750,34824
"SCO",1994,40,Female,700,34496
"SCO",1994,41,Female,650,33747
"SCO",1994,42,Female,600,32763
"SCO",1994,43,Female,550,33623
"SCO",1994,44,Female,500,33919
"SCO",1994,45,Female,450,35173
"SCO",1994,46,Female,400,36682
"SCO",1994,47,Female,350,39944
"SCO",1994,48,Female,349,30806
"SCO",1994,49,Female,348,29799
"SCO",1994,50,Female,347,30934
"SCO",1994,51,Female,346,30684
"SCO",1994,52,Female,345,29025
"SCO",1994,53,Female,344,27666
"SCO",1994,54,Female,343,28808
"SCO",1994,55,Female,342,28947
"SCO",1994,56,Female,341,28749
"SCO",1994,57,Female,340,28544
"SCO",1994,58,Female,339,28315
"SCO",1994,59,Female,338,27991
"SCO",1994,60,Female,337,27375
"SCO",1994,61,Female,336,27151
"SCO",1994,62,Female,335,28164
"SCO",1994,63,Female,334,27944
"SCO",1994,64,Female,333,27791
"SCO",1994,65,Female,332,27148
"SCO",1994,66,Female,331,26312
"SCO",1994,67,Female,330,26191
"SCO",1994,68,Female,329,26402
"SCO",1994,69,Female,328,25400
"SCO",1994,70,Female,327,24986
"SCO",1994,71,Female,326,24271
